school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_mat,traveltime_mat,studytime_mat,failures_mat,schoolsup_mat,famsup_mat,paid_mat,activities_mat,nursery,higher_mat,internet,romantic_mat,famrel_mat,freetime_mat,goout_mat,Dalc_mat,Walc_mat,health_mat,absences_mat,G1_mat,G2_mat,G3_mat,guardian_por,traveltime_por,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,higher_por,romantic_por,famrel_por,freetime_por,goout_por,Dalc_por,Walc_por,health_por,absences_por,G1_por,G2_por,G3_por,student_id
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8,mother,1,2,0,no,yes,no,no,yes,no,4,3,2,1,1,3,2,10,10,11,GP_M_18_U_GT3_T_4_3_teacher_other_course_no_yes
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,mother,1,3,0,no,no,no,yes,yes,no,5,3,2,1,1,3,2,10,11,12,GP_M_18_R_GT3_T_3_2_other_other_course_no_no
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9,mother,1,3,0,no,no,no,yes,yes,no,3,2,3,1,1,4,2,15,12,13,GP_F_17_U_GT3_T_3_3_other_other_home_no_no
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,3,1,1,3,0,11,12,13,GP_F_18_U_GT3_T_2_2_at_home_services_home_yes_yes
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17,mother,2,2,0,no,yes,no,yes,yes,no,4,2,5,3,4,1,6,15,16,16,GP_M_18_R_LE3_A_3_4_other_other_reputation_yes_yes
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10,mother,1,2,0,no,no,no,yes,yes,yes,5,4,4,3,4,5,0,11,11,14,GP_M_17_U_GT3_T_3_1_services_other_other_yes_yes
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,mother,2,2,0,no,no,no,yes,yes,no,4,3,4,2,2,4,8,10,11,12,GP_F_18_R_GT3_T_4_4_teacher_other_reputation_yes_yes
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10,father,1,2,0,no,yes,no,yes,yes,yes,5,4,5,1,3,5,4,10,12,14,GP_M_18_U_GT3_T_4_2_health_other_reputation_yes_yes
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0,mother,2,2,0,no,yes,no,no,no,yes,4,3,5,1,2,3,12,8,9,10,GP_F_18_R_GT3_T_2_1_other_other_reputation_yes_yes
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9,other,1,2,0,no,yes,no,yes,yes,no,4,3,5,3,3,5,16,11,12,12,GP_F_19_U_GT3_T_3_3_other_services_home_yes_yes
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,father,1,4,0,no,yes,no,yes,yes,yes,4,5,5,1,3,2,10,16,16,16,GP_F_18_U_GT3_T_2_3_other_services_reputation_yes_yes
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,11,11,11,mother,2,2,0,no,yes,no,no,yes,no,4,4,3,1,1,3,2,13,13,13,GP_F_18_U_LE3_T_1_1_other_other_home_no_no
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14,mother,1,2,0,no,yes,no,yes,yes,yes,3,5,2,2,2,1,2,16,17,18,GP_M_17_R_GT3_T_1_2_at_home_at_home_home_no_no
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10,mother,2,2,0,no,yes,no,no,yes,yes,4,3,3,1,1,1,6,15,16,16,GP_F_17_U_GT3_T_2_4_at_home_health_reputation_yes_yes
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,mother,2,2,0,yes,yes,no,no,yes,yes,4,4,4,2,3,5,6,12,12,12,GP_F_17_U_LE3_T_2_2_services_other_course_yes_yes
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9,mother,2,2,0,no,no,no,no,no,yes,4,1,1,1,1,5,15,12,9,10,GP_F_18_R_GT3_A_3_2_other_services_home_no_yes
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9,mother,2,1,0,no,no,no,yes,yes,no,3,2,4,1,4,3,6,11,12,12,GP_M_18_U_GT3_T_4_4_teacher_services_home_yes_yes
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9,father,1,2,0,no,yes,no,yes,yes,no,4,3,3,2,2,2,0,12,12,13,GP_M_18_U_GT3_T_4_4_teacher_services_home_yes_yes
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0,mother,2,1,0,no,no,no,yes,yes,no,3,2,4,1,4,3,6,11,12,12,GP_M_18_U_GT3_T_4_4_teacher_services_home_yes_yes
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0,father,1,2,0,no,yes,no,yes,yes,no,4,3,3,2,2,2,0,12,12,13,GP_M_18_U_GT3_T_4_4_teacher_services_home_yes_yes
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,father,1,2,1,yes,yes,no,yes,yes,yes,2,4,4,1,1,4,2,14,12,13,GP_F_18_U_GT3_T_4_4_health_health_reputation_yes_yes
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10,mother,2,1,0,no,no,no,yes,yes,no,4,2,3,1,2,1,0,10,10,10,GP_M_18_U_LE3_T_4_3_teacher_services_course_yes_yes
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8,mother,2,1,0,no,no,no,yes,yes,yes,4,5,4,2,4,5,22,11,11,10,GP_M_17_U_LE3_A_4_1_services_other_home_yes_yes
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10,mother,1,1,0,no,no,no,no,yes,no,4,4,4,3,4,3,18,13,13,13,GP_M_17_U_LE3_A_3_2_teacher_services_home_yes_yes
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12,mother,2,4,0,no,yes,no,yes,yes,no,5,2,2,1,1,3,2,17,17,18,GP_F_18_R_LE3_T_1_1_at_home_other_reputation_yes_no
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,mother,2,2,0,yes,no,no,yes,yes,no,5,4,4,1,1,4,0,12,13,13,GP_F_18_U_GT3_T_1_1_other_other_home_yes_yes_1
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,mother,2,3,0,no,no,no,yes,yes,no,4,5,5,1,2,2,0,14,14,14,GP_F_18_U_GT3_T_1_1_other_other_home_yes_yes
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11,mother,1,2,0,no,yes,no,no,yes,no,5,4,5,1,2,5,12,12,12,14,GP_F_17_U_GT3_T_2_2_other_other_course_no_yes
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11,father,1,2,0,no,no,no,no,yes,no,4,3,3,1,2,4,0,12,12,12,GP_M_17_U_GT3_T_1_1_other_other_reputation_no_yes
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19,mother,1,3,0,no,yes,no,no,yes,no,4,3,3,1,2,2,0,18,18,18,GP_F_18_U_GT3_T_2_2_at_home_at_home_other_yes_yes
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12,mother,1,3,0,no,yes,no,no,yes,no,4,3,3,1,1,3,0,13,13,14,GP_F_17_U_GT3_T_1_1_services_teacher_reputation_yes_yes
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14,mother,1,3,0,no,no,no,yes,yes,no,4,2,4,1,3,2,0,14,15,15,GP_M_18_U_GT3_T_2_1_services_services_reputation_yes_yes
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15,mother,1,2,0,no,yes,no,yes,yes,no,5,4,3,1,1,2,0,17,17,17,GP_M_18_U_LE3_A_4_4_teacher_teacher_reputation_yes_yes
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11,mother,1,2,0,no,yes,no,yes,yes,yes,4,3,2,1,4,5,2,15,16,16,GP_M_18_U_GT3_T_4_2_teacher_other_home_yes_yes
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15,mother,1,3,0,no,yes,no,no,yes,no,4,2,2,1,2,3,0,17,18,18,GP_F_17_U_GT3_T_4_3_health_services_reputation_yes_yes
GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_F_18_U_LE3_T_2_1_services_at_home_reputation_yes_yes
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18,mother,2,4,0,no,yes,no,no,yes,no,3,1,2,1,1,3,0,18,19,19,GP_F_17_R_LE3_T_3_1_services_other_reputation_yes_no
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14,mother,2,3,0,no,yes,no,yes,yes,no,5,4,2,1,1,4,0,14,15,15,GP_M_18_R_LE3_T_3_2_services_other_reputation_yes_yes
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11,mother,1,1,0,no,yes,no,no,yes,no,4,4,3,1,3,5,0,14,15,15,GP_M_17_U_GT3_T_3_3_health_other_home_yes_yes
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0,other,2,2,0,no,yes,no,yes,yes,no,2,3,4,2,3,2,2,14,13,13,GP_F_19_U_GT3_T_4_4_health_other_reputation_yes_yes
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8,other,2,2,0,no,yes,no,no,yes,yes,4,4,5,1,2,2,0,13,14,14,GP_F_18_U_LE3_T_4_3_other_other_home_yes_yes
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14,father,1,4,0,no,yes,no,no,yes,no,4,3,3,1,1,3,0,16,17,17,GP_F_18_U_GT3_T_4_3_other_other_reputation_yes_yes
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16,mother,1,1,0,no,yes,no,no,yes,yes,1,4,2,2,2,1,0,18,18,17,GP_M_18_U_LE3_T_4_4_teacher_teacher_home_yes_yes
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11,mother,1,2,0,no,yes,yes,no,yes,yes,4,2,4,1,1,4,0,14,15,15,GP_F_18_U_LE3_A_4_4_health_other_home_yes_yes
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10,father,2,1,0,no,no,no,no,yes,no,4,1,1,2,2,5,0,12,13,13,GP_M_17_U_LE3_T_4_4_other_teacher_home_yes_yes
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,15,12,14,mother,2,3,0,no,yes,no,no,yes,no,4,3,3,1,1,3,0,16,16,16,GP_F_17_U_GT3_T_4_2_other_other_reputation_yes_yes
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,17,17,18,father,1,4,0,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18,GP_F_17_U_GT3_T_3_2_health_health_reputation_no_yes
GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_M_19_U_GT3_T_3_3_other_other_home_yes_yes
GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_F_18_U_GT3_T_2_4_services_at_home_reputation_yes_yes
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18,other,1,1,2,no,no,no,yes,yes,no,5,5,3,1,1,5,0,14,15,15,GP_M_20_U_GT3_A_3_2_services_other_course_yes_no
GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,8,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_M_19_U_GT3_T_4_4_teacher_services_reputation_yes_yes
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12,father,1,2,0,no,no,no,yes,yes,yes,4,5,3,1,2,5,0,10,10,11,GP_M_19_R_GT3_T_3_3_other_services_reputation_yes_no
GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_F_19_U_LE3_T_1_1_at_home_other_reputation_no_yes
GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,9,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_F_19_U_LE3_T_1_2_services_services_home_no_no
GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_F_19_U_GT3_T_2_1_at_home_other_other_yes_yes
GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_M_19_U_GT3_T_1_2_other_services_course_no_yes
GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_F_19_U_LE3_T_3_2_services_other_reputation_no_yes
GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_F_19_U_GT3_T_1_1_at_home_health_home_no_yes
GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_F_19_R_GT3_T_2_3_other_other_reputation_yes_yes
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0,mother,2,2,0,no,yes,no,yes,yes,no,5,3,3,1,2,1,2,12,12,15,GP_F_18_U_GT3_T_2_1_services_other_course_yes_yes
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,4,1,1,5,2,14,15,17,GP_F_18_U_GT3_T_4_3_other_other_course_yes_yes
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10,father,1,3,0,no,yes,no,yes,yes,no,4,3,4,2,5,5,2,15,15,17,GP_F_17_R_GT3_T_3_4_at_home_services_course_no_yes
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11,mother,1,2,0,no,yes,no,no,yes,no,4,4,4,3,3,5,0,12,11,13,GP_F_18_U_GT3_T_4_4_teacher_other_course_yes_yes
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13,mother,1,2,0,no,yes,no,no,yes,yes,5,2,2,1,2,5,14,15,14,17,GP_F_17_U_GT3_A_4_3_services_services_course_yes_yes
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9,mother,1,2,0,no,yes,no,no,yes,yes,4,2,2,1,1,3,4,14,13,13,GP_F_17_U_GT3_T_2_2_other_other_course_yes_no
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11,mother,1,3,0,no,yes,no,yes,yes,no,3,3,2,2,2,3,0,11,11,10,GP_F_17_R_LE3_T_2_2_services_services_course_yes_yes
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15,father,1,3,0,no,yes,no,no,yes,no,3,4,3,2,3,5,0,17,18,17,GP_F_17_U_GT3_T_3_1_services_services_course_no_yes
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15,father,2,3,0,no,no,no,no,yes,no,3,3,3,2,3,2,0,14,14,15,GP_F_17_U_LE3_T_0_2_at_home_at_home_home_yes_yes
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11,mother,1,3,0,no,no,no,yes,yes,no,4,3,3,2,2,3,0,13,14,13,GP_M_18_U_GT3_T_4_4_other_other_course_yes_yes
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16,mother,1,1,0,no,no,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17,GP_M_17_U_GT3_T_3_3_other_services_reputation_no_yes
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10,mother,4,1,0,no,yes,no,no,yes,no,4,4,5,5,5,4,2,11,10,10,GP_M_17_R_GT3_T_2_2_services_other_course_yes_yes
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,mother,1,2,0,no,yes,yes,no,yes,yes,5,3,1,1,4,5,2,11,11,12,GP_F_17_U_GT3_T_4_4_teacher_services_course_yes_yes
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,mother,1,3,0,no,yes,no,yes,yes,no,5,4,4,1,3,4,0,13,12,13,GP_F_17_U_GT3_T_4_4_teacher_services_course_yes_yes
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14,mother,2,3,0,no,yes,no,no,yes,yes,4,3,3,1,2,4,4,15,14,15,GP_F_17_U_GT3_T_4_4_teacher_teacher_course_no_yes
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8,mother,1,4,0,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12,GP_M_18_U_LE3_T_2_2_other_other_course_yes_yes
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14,father,1,3,0,no,yes,no,no,yes,yes,4,4,3,1,1,5,0,15,15,15,GP_F_17_R_GT3_T_2_4_at_home_other_course_yes_yes
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0,mother,1,2,0,no,no,no,yes,yes,no,5,3,4,1,1,4,8,10,11,12,GP_F_18_U_GT3_T_3_3_services_services_home_yes_yes
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0,other,1,2,0,no,no,no,yes,yes,yes,4,3,3,1,1,2,0,10,9,12,GP_F_18_U_LE3_T_2_2_other_other_home_no_yes
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0,mother,2,4,0,no,no,no,yes,yes,no,4,4,4,1,1,4,6,14,13,14,GP_F_18_R_GT3_T_2_2_at_home_other_course_yes_no
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15,mother,1,3,0,no,no,no,no,yes,no,4,4,5,1,3,5,8,11,13,14,GP_F_17_U_GT3_T_3_4_services_other_course_yes_yes
GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_F_19_R_GT3_A_3_1_services_at_home_home_yes_no
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,7,8,0,mother,1,2,0,no,yes,no,no,yes,yes,4,3,2,2,3,2,0,12,13,15,GP_F_17_U_GT3_T_3_2_other_other_home_yes_yes
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17,mother,1,4,0,no,yes,no,no,yes,no,5,3,3,1,1,1,4,14,14,15,GP_F_18_U_LE3_T_3_3_services_services_home_yes_yes
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10,mother,1,2,0,no,yes,no,no,yes,no,4,3,3,2,3,2,0,14,14,16,GP_F_17_R_GT3_A_3_2_other_other_home_yes_yes
GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,GP_F_19_U_GT3_T_2_1_services_services_home_yes_yes
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11,16,15,15,mother,1,2,0,no,no,no,yes,yes,yes,4,3,3,1,3,5,6,16,16,17,GP_M_18_U_LE3_T_3_4_services_other_home_yes_yes
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0,9,8,0,father,1,2,0,no,yes,no,no,yes,yes,3,3,1,1,2,4,18,10,12,14,GP_F_17_U_GT3_A_2_2_at_home_at_home_home_yes_yes
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4,11,10,10,mother,1,3,0,no,yes,no,no,yes,no,4,3,3,1,2,3,0,11,12,14,GP_F_18_U_GT3_T_2_3_at_home_other_course_yes_yes
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7,13,13,14,mother,1,3,0,no,no,no,no,yes,yes,5,4,3,2,3,1,4,14,16,17,GP_F_18_U_GT3_T_3_2_other_services_other_yes_yes
